CASE	FILES	SENT_ID	LEFT	NODE	RIGHT	NODE_SENTENCES	WORD_CLASS	USE	SYN_FUNC_NODE	PATTERN	MP	LU_POST	BODY_PART	LU	LU_GLOSS	LU_POS	NEGATION	METONYMY	SFRAME	SFRAME_URL	SFRAME_RELATED	SFRAME_RELATED_URL	SFRAME_RELATED_LINK	ROLEMAPPING_TD_IN_SFRAME	CM_ROLEMAPPING	CM_BROADER	MAP1	MAP2	MAP3	MAP4	NOTES
3614	ind-id_web_2015_3M	1796837	Namun yang luar biasa adalah dampak dari	kemarahan	tersebut yang membuat pihak yang selama ini merendahkan Islam menjadi sadar bahwa ternyata Islam memiliki kekuatan jika bersatu.	Namun yang luar biasa adalah dampak dari <m>kemarahan</m> tersebut yang membuat pihak yang selama ini merendahkan Islam menjadi sadar bahwa ternyata Islam memiliki kekuatan jika bersatu.	NA	?																							
2404	ind_web_2012_1M	163334	Jadi pada kasus bencana alam seperti gempa bumi, angin topan, banjir atau gagal panen yang umum terjadi cendrung tidak akan dikaitkan dengan	kemarahan	atau kutukan atau kemarahan dari Tuhan, era kiamat sudah dekat dll.	Jadi pada kasus bencana alam seperti gempa bumi, angin topan, banjir atau gagal panen yang umum terjadi cendrung tidak akan dikaitkan dengan <m>kemarahan</m> atau kutukan atau kemarahan dari Tuhan, era kiamat sudah dekat dll.	NA	?																							
3653	ind-id_web_2015_3M	2125511	Pria Italia itu sangat tahu bagaimana membuat seluruh sarafku menegang cepat dan membuat setiap percakapan kami berakhir dengan	kemarahan	di pihakku.	Pria Italia itu sangat tahu bagaimana membuat seluruh sarafku menegang cepat dan membuat setiap percakapan kami berakhir dengan <m>kemarahan</m> di pihakku.	NA	?																							
2621	ind_web_2012_1M	670146	Seingatku, belum pernah dia bicara denganku tanpa diakhiri dengan	kemarahan	.	Seingatku, belum pernah dia bicara denganku tanpa diakhiri dengan <m>kemarahan</m>.	NA	?																							
131	ind_mixed_2012_1M	218265	"Berkata Bisyr bin Al-Harts : ""Barang siapa mencari menjadi kepala dengan ilmu, maka dia telah mendekatkan dirinya kepada Tuhan dengan"	kemarahan	Tuhan.	"Berkata Bisyr bin Al-Harts : ""Barang siapa mencari menjadi kepala dengan ilmu, maka dia telah mendekatkan dirinya kepada Tuhan dengan <m>kemarahan</m> Tuhan."	NA	?																							
2571	ind_web_2012_1M	553076	Menyikapi karakter Tata yang keras, Ibu mertuaku juga berpesan agar tak merespon kekerasan Tata dengan	kemarahan	karena hal itu justru akan membuat Tata terbiasa Dalam bujukanku kepada Tata, aku berharap dia tak menangis lagi.	Menyikapi karakter Tata yang keras, Ibu mertuaku juga berpesan agar tak merespon kekerasan Tata dengan <m>kemarahan</m> karena hal itu justru akan membuat Tata terbiasa Dalam bujukanku kepada Tata, aku berharap dia tak menangis lagi.	NA	?																							
2242	ind_web_2011_300K	181138	Walau oleh sebagian rekan kita, risalah kedua ustadz ini ditolak, dicerca dan dibantah dengan	kemarahan	dan tanpa ilmu.	Walau oleh sebagian rekan kita, risalah kedua ustadz ini ditolak, dicerca dan dibantah dengan <m>kemarahan</m> dan tanpa ilmu.	NA	?																							
685	ind_news_2009_300K	7440	"415 poundsterling klaimnya Gordon Brown mendesak para anggota parlemen ""mengurus"" hasil audit biaya, ditengah"	kemarahan	publik karena sejumlah anggota parlemen yang mengatakan aturannya tidak adil dan tidak konsisten.	"415 poundsterling klaimnya Gordon Brown mendesak para anggota parlemen ""mengurus"" hasil audit biaya, ditengah <m>kemarahan</m> publik karena sejumlah anggota parlemen yang mengatakan aturannya tidak adil dan tidak konsisten."	NA	?																							
1263	ind_newscrawl_2011_1M	339921	Tersangka Kukuh Hariyanto, warga Balung, Jember diamankan polisi ditengah	kemarahan	massa yang sebelumnya menghakiminya di halaman sebuah rental multi player di Jalan Jawa.	Tersangka Kukuh Hariyanto, warga Balung, Jember diamankan polisi ditengah <m>kemarahan</m> massa yang sebelumnya menghakiminya di halaman sebuah rental multi player di Jalan Jawa.	NA	?																							
2471	ind_web_2012_1M	308851	Kemarahan yang tidak diinginkan oleh firman Tuhan adalah kemarahan yang didasarkan kepada dengki, kebencian, iri,	kemarahan	yang diungkapkan tanpa kendali serta kemarahan yang terus-menerus dipendam dalam hati.	Kemarahan yang tidak diinginkan oleh firman Tuhan adalah kemarahan yang didasarkan kepada dengki, kebencian, iri, <m>kemarahan</m> yang diungkapkan tanpa kendali serta kemarahan yang terus-menerus dipendam dalam hati.	NA	?																							
2026	ind_newscrawl_2016_1M	739563	Sari, salah satunya, menjadi langganan	kemarahan	Nyai Salma.	Sari, salah satunya, menjadi langganan <m>kemarahan</m> Nyai Salma.	NA	?																							
2473	ind_web_2012_1M	310699	Dengan sangat baiknya si Abang hanya menanggapi dengan menyuruh tenang dan menangis melihat	kemarahan	saya.	Dengan sangat baiknya si Abang hanya menanggapi dengan menyuruh tenang dan menangis melihat <m>kemarahan</m> saya.	NA	?																							
271	ind_mixed_2012_1M	474482	Pada tahun 2000, tiga orang fundamentalis fanatik Amerika mencoba meledakkan Masjid Al-Aqsa untuk memprovokasi	kemarahan	orang Palestina.	Pada tahun 2000, tiga orang fundamentalis fanatik Amerika mencoba meledakkan Masjid Al-Aqsa untuk memprovokasi <m>kemarahan</m> orang Palestina.	NA	?																							
2930	ind_wikipedia_2016_1M	512031	Mata berbentuk api atau setengah elips horizontal tanpa isi menandakan	kemarahan	atau dendam (lihat gambar di kanan bawah).	Mata berbentuk api atau setengah elips horizontal tanpa isi menandakan <m>kemarahan</m> atau dendam (lihat gambar di kanan bawah).	NA	?																							
3173	ind-id_web_2013_1M	476968	Konon, untuk meng-ekspresikan	kemarahan	itu dan menyadari ada Konfrontasi Soekarno vs Tunku Abdul Rahman, maka lihatlah bendera Singapura nyaris persis sama dengan ÒSang Merah PutihÓ dan ditambah Bulan Sabit + Lima Bintang.	Konon, untuk meng-ekspresikan <m>kemarahan</m> itu dan menyadari ada Konfrontasi Soekarno vs Tunku Abdul Rahman, maka lihatlah bendera Singapura nyaris persis sama dengan ÒSang Merah PutihÓ dan ditambah Bulan Sabit + Lima Bintang.	NA	?																							
3072	ind-id_web_2013_1M	90323	Bahkan kita masih merasakan	kemarahan	Allah yang dijanjikan bagi orang yang melakukan riba.	Bahkan kita masih merasakan <m>kemarahan</m> Allah yang dijanjikan bagi orang yang melakukan riba.	NA	?																							
2100	ind_web_2011_300K	35515	Sebaliknya suatu paket	kemarahan	bisa mengurangi sistem kekebalan manusia sampai enam jam.	Sebaliknya suatu paket <m>kemarahan</m> bisa mengurangi sistem kekebalan manusia sampai enam jam.	NA	?																							
2794	ind_wikipedia_2016_1M	206790	Diliputi kemarahan, kemudian dari antara kedua kening sang Naga muncul keluar personifikasi	kemarahan	yaitu Rudra (Siva) bermata tiga dengan senjata Trisula di tangan dan dikenal dengan nama Sankarsana.	Diliputi kemarahan, kemudian dari antara kedua kening sang Naga muncul keluar personifikasi <m>kemarahan</m> yaitu Rudra (Siva) bermata tiga dengan senjata Trisula di tangan dan dikenal dengan nama Sankarsana.	NA	?																							
2097	ind_web_2011_300K	25973	Karena itu, maka dengan segenap	kemarahan	, dendam dan kebencian, Punta Gembong pun kemudian jatuh tertelungkup ditanah.	Karena itu, maka dengan segenap <m>kemarahan</m>, dendam dan kebencian, Punta Gembong pun kemudian jatuh tertelungkup ditanah.	NA	?																							
3780	ind-id_web_2015_3M	2835007	Titik api di sekitar kami, bukanlah simbol	kemarahan	Tuhan, tapi simbol keserakahan dan bukti ketidakpedulian Negara, bukti kepongahan Jakarta trhdp Daerah.	Titik api di sekitar kami, bukanlah simbol <m>kemarahan</m> Tuhan, tapi simbol keserakahan dan bukti ketidakpedulian Negara, bukti kepongahan Jakarta trhdp Daerah.	NA	?																							
2741	ind_wikipedia_2016_1M	12956	Adler mengirimkan surat	kemarahan	kepada Ruegger dan produser lain, mengungkapkan bahwa perlakuan mereka ÒkotorÓ dan ia ingin meninggalkan acara itu (Tiny Toon).	Adler mengirimkan surat <m>kemarahan</m> kepada Ruegger dan produser lain, mengungkapkan bahwa perlakuan mereka ÒkotorÓ dan ia ingin meninggalkan acara itu (Tiny Toon).	NA	?																							
173	ind_mixed_2012_1M	283024	Dari konklusi ini, pemikiran saya berkembang lagi, di manakah hamba-hamba Tuhan yang berani menyatakan tahta	kemarahan	Tuhan, keadilan Tuhan, kesucian Tuhan, untuk mengingatkan bangsa dan zaman ini?	Dari konklusi ini, pemikiran saya berkembang lagi, di manakah hamba-hamba Tuhan yang berani menyatakan tahta <m>kemarahan</m> Tuhan, keadilan Tuhan, kesucian Tuhan, untuk mengingatkan bangsa dan zaman ini?	NA	?																							
1448	ind_newscrawl_2011_1M	905990	Padahal, itu adalah bagian dari tanda-tanda	kemarahan	Allah.	Padahal, itu adalah bagian dari tanda-tanda <m>kemarahan</m> Allah.	NA	?																							
2362	ind_web_2012_1M	20672	¬ sedih tanpa	kemarahan	.	¬ sedih tanpa <m>kemarahan</m>.	NA	?																							
1591	ind_newscrawl_2012_1M	267158	Pemboman ini merupakan serangan paling mematikan di Beirut sejak Hariri terbunuh pada 2005 dan memaksa Muslim Suni turun ke jalan-jalan dan membakar ban mobil dan memblokir jalan sebagai wujud	kemarahan	sektarian.	Pemboman ini merupakan serangan paling mematikan di Beirut sejak Hariri terbunuh pada 2005 dan memaksa Muslim Suni turun ke jalan-jalan dan membakar ban mobil dan memblokir jalan sebagai wujud <m>kemarahan</m> sektarian.	NA	?																							
3789	ind-id_web_2015_3M	2970010	Yaitu	kemarahan	yang dapat diibaratkan sebagai ÒpendulumÓ atau penyerangan balik karena factor dendam dan merasa tidak terima diperlakukan demikian.	Yaitu <m>kemarahan</m> yang dapat diibaratkan sebagai ÒpendulumÓ atau penyerangan balik karena factor dendam dan merasa tidak terima diperlakukan demikian.	NA	?																							
699	ind_web_2012_1M	477452	~	Amarah	bisa disamakan dengan kegemukan.	<m>Amarah</m> bisa disamakan dengan kegemukan.	NA	?																							
987	ind-id_web_2015_3M	149554	~	Amarah	hanya dapat dirasakan oleh hati, namun saat Anda berolahraga tubuh secara otomatis akan memproduksi endorphin lebih banyak, sehingga membuat Anda kembali rileks dan bahagia, juga sehat.	<m>Amarah</m> hanya dapat dirasakan oleh hati, namun saat Anda berolahraga tubuh secara otomatis akan memproduksi endorphin lebih banyak, sehingga membuat Anda kembali rileks dan bahagia, juga sehat.	NA	?																							
2	ind_mixed_2012_1M	2926	~	Amarah	terkait dengan elemen api dalam pembentukan diri kita, yang merupakan keseimbangan antara api, air, tanah, dan udara.	<m>Amarah</m> terkait dengan elemen api dalam pembentukan diri kita, yang merupakan keseimbangan antara api, air, tanah, dan udara.	NA	?																							
1221	ind-id_web_2015_3M	2685353	Tak ada	amarah	atau komplain yang diucapkan, kendati listrik terus-menerus padam dan Read more Say YES to ÔGAMBARU!Õ	Tak ada <m>amarah</m> atau komplain yang diucapkan, kendati listrik terus-menerus padam dan Read more Say YES to ÔGAMBARU!Õ	NA	?																							
369	ind_newscrawl_2011_1M	802077	"Kata Fedi Nuril, ""Berusaha menjaga sikap, namanya masih muda, kadang masih ada"	amarah	, emosi atau sisi gelap yang kadang gak sengaja keluar, jadi berusaha menjaga sikap aja.	"Kata Fedi Nuril, ""Berusaha menjaga sikap, namanya masih muda, kadang masih ada <m>amarah</m>, emosi atau sisi gelap yang kadang gak sengaja keluar, jadi berusaha menjaga sikap aja."	NA	?																							
757	ind_web_2012_1M	783019	Jd, tidak ada	amarah	Ó ujar kk perempuan sy menjawab pertanyaan laki2 itu.	Jd, tidak ada <m>amarah</m>Ó ujar kk perempuan sy menjawab pertanyaan laki2 itu.	NA	?																							
663	ind_web_2012_1M	307731	Paus, yang takut akan	amarah	Kaisar Roma, Charles V, yang adalah keponakan Catherine, mencegah raja Inggris tersebut.	Paus, yang takut akan <m>amarah</m> Kaisar Roma, Charles V, yang adalah keponakan Catherine, mencegah raja Inggris tersebut.	NA	?																							
1053	ind-id_web_2015_3M	826486	Gelegar drum Hendy yang tadi memompa semangat sekarang menerbitkan rasa takut akan	amarah	Sang Pencipta atas dosa yang telah terbuat.	Gelegar drum Hendy yang tadi memompa semangat sekarang menerbitkan rasa takut akan <m>amarah</m> Sang Pencipta atas dosa yang telah terbuat.	NA	?																							
1014	ind-id_web_2015_3M	374419	Berlarutnya	amarah	publik yang merasakan kesulitan akibat tergerusnya daya beli lambat laun akan berdampak pada atmosfer politik di dalam ne_geri, yang pada akhirnya dapat memengaruhi persepsi investor.	Berlarutnya <m>amarah</m> publik yang merasakan kesulitan akibat tergerusnya daya beli lambat laun akan berdampak pada atmosfer politik di dalam ne_geri, yang pada akhirnya dapat memengaruhi persepsi investor.	NA	?																							
1020	ind-id_web_2015_3M	402450	Bisa jadi ini cerminan	amarah	Megawati dan kekecewaan elit-elit Banteng lainnya.	Bisa jadi ini cerminan <m>amarah</m> Megawati dan kekecewaan elit-elit Banteng lainnya.	NA	?																							
1021	ind-id_web_2015_3M	428378	Buku ini memuat berbagai fakta dan data hasil penelitian mengenai dampak	amarah	bagi hidup dan pekerjaan kita.	Buku ini memuat berbagai fakta dan data hasil penelitian mengenai dampak <m>amarah</m> bagi hidup dan pekerjaan kita.	NA	?																							
1197	ind-id_web_2015_3M	2311153	Sebab yang dikedepankan mereka adalah emosi dan	amarah	.	Sebab yang dikedepankan mereka adalah emosi dan <m>amarah</m>.	NA	?																							
215	ind_news_2009_300K	206647	"""Ini harus menjadi pelajaran bersama bagi semua mahasiswa, polisi dan masyarakat agar tidak mengendepankan kekerasan dan"	amarah	","" ujarnya saat menggelar konferesi pers di Hotel Quality, pukul 02.00 Wita, Rabu dini hari."	"""Ini harus menjadi pelajaran bersama bagi semua mahasiswa, polisi dan masyarakat agar tidak mengendepankan kekerasan dan <m>amarah</m>,"" ujarnya saat menggelar konferesi pers di Hotel Quality, pukul 02.00 Wita, Rabu dini hari."	NA	?																							
748	ind_web_2012_1M	742453	Oleh Sri Mulyono (1982:39) Nafsu yang muncul dari warna hitam disebut aluamah, yang dari warna merah disebut	amarah	, dan yang muncul dari warna kuning disebut sufiah.	Oleh Sri Mulyono (1982:39) Nafsu yang muncul dari warna hitam disebut aluamah, yang dari warna merah disebut <m>amarah</m>, dan yang muncul dari warna kuning disebut sufiah.	NA	?																							
1210	ind-id_web_2015_3M	2550645	Sepertinya akan ada seseorang yang terluka karena	amarah	bintang KUCH KUCH HOTTA HAI ini.	Sepertinya akan ada seseorang yang terluka karena <m>amarah</m> bintang KUCH KUCH HOTTA HAI ini.	NA	?																							
335	ind_newscrawl_2011_1M	424747	Ada kenikmatan,	amarah	, bangga, frustrasi, semua yang saya rasakan musim ini.	Ada kenikmatan, <m>amarah</m>, bangga, frustrasi, semua yang saya rasakan musim ini.	NA	?																							
337	ind_newscrawl_2011_1M	443626	Hari ini terasa cerah, tak ada lagi	amarah	.	Hari ini terasa cerah, tak ada lagi <m>amarah</m>.	NA	?																							
509	ind_newscrawl_2016_1M	136666	Dan jangan pernah ada rasa dendam maupun	amarah	, karena menurutnya ini semua berkat Tuhan yang harus kita terima.	Dan jangan pernah ada rasa dendam maupun <m>amarah</m>, karena menurutnya ini semua berkat Tuhan yang harus kita terima.	NA	?																							
850	ind_wikipedia_2016_1M	567513	"Nama pedangnya adalah ""Ira"", yang melambangkan"	amarah	kekuatannya dapat selalu membesar dan menjadi raksasa.	"Nama pedangnya adalah ""Ira"", yang melambangkan <m>amarah</m> kekuatannya dapat selalu membesar dan menjadi raksasa."	NA	?																							
157	ind_mixed_2012_1M	812446	Ketika amarah dimanifestasikan dalam kehidupan seseorang, penyerahan total kepada Roh Kudus akan menggantikan	amarah	itu dengan Kasih Allah dan akan membawa perdamaian.	Ketika amarah dimanifestasikan dalam kehidupan seseorang, penyerahan total kepada Roh Kudus akan menggantikan <m>amarah</m> itu dengan Kasih Allah dan akan membawa perdamaian.	NA	?																							
30	ind_mixed_2012_1M	185108	Nakhoda Ragam tidak menghiraukan	amarah	istrinya dan ia ditusuk oleh istrinya dengan jarum Ialu meniggal.	Nakhoda Ragam tidak menghiraukan <m>amarah</m> istrinya dan ia ditusuk oleh istrinya dengan jarum Ialu meniggal.	NA	?																							
669	ind_web_2012_1M	347175	Nafsu	amarah	lebih condong kepada kekuasaan (tahta) dan untuk mendapatkannya apapun akan dilakukan demikian karakteristik atas unsure api pada diri manusia Firman Allah TaÕala : Surat 75 (AL-QIYAMAH) Ayat 2 s/d 5 Ayat 2, ÒDan tidak!	Nafsu <m>amarah</m> lebih condong kepada kekuasaan (tahta) dan untuk mendapatkannya apapun akan dilakukan demikian karakteristik atas unsure api pada diri manusia Firman Allah TaÕala : Surat 75 (AL-QIYAMAH) Ayat 2 s/d 5 Ayat 2, ÒDan tidak!	NA	?																							
874	ind_wikipedia_2016_1M	945388	Tidak jelas, apa arah yang akan diambil oleh	amarah	"itu""."	"Tidak jelas, apa arah yang akan diambil oleh <m>amarah</m> itu""."	NA	?																							
1153	ind-id_web_2015_3M	1791508	Namun tahukah Anda, rasa	amarah	dapat meningkatkan risiko serangan jantung, untuk datang 8 kali lipat, bahkan dalam..	Namun tahukah Anda, rasa <m>amarah</m> dapat meningkatkan risiko serangan jantung, untuk datang 8 kali lipat, bahkan dalam..	NA	?																							
785	ind_web_2012_1M	917583	Mungkin ini pendapat saya pribadi yang tidak terlepas dari unsur subjektif, tetapi utk lebih jelasnya silahkan turun dan rasakan	amarah	rakyat Sibolga apabila ditanya tentang pemaksaan bergabungnya Sibolga kedalam Propinsi Tapanuli.	Mungkin ini pendapat saya pribadi yang tidak terlepas dari unsur subjektif, tetapi utk lebih jelasnya silahkan turun dan rasakan <m>amarah</m> rakyat Sibolga apabila ditanya tentang pemaksaan bergabungnya Sibolga kedalam Propinsi Tapanuli.	NA	?																							
